The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23571","figure legend:5B|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.83","2014/02/27","electrophoretic mobility-based method","MI:0982","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248763","physical association","O15315 (EBI-9248763) O43502","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248763","O15315 (EBI-9248763) O43502","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23572","figure legend:5B|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.69","2014/02/27","electrophoretic mobility-based method","MI:0982","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248763","physical association","O15315 (EBI-9248763) O75771","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248763","O15315 (EBI-9248763) O75771","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23573","figure legend:5B|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.52","2014/02/27","electrophoretic mobility-based method","MI:0982","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248763","physical association","O15315 (EBI-9248763) O43543","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248763","O15315 (EBI-9248763) O43543","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23574","figure legend:4C|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.83","2014/02/27","pull down","MI:0096","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248559","association","O43502 (EBI-9248559) O15315","false","association","imex|pubmed","IM-22265|11751635","false","EBI-9248559","O43502 (EBI-9248559) O15315","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23575","figure legend:4A|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)",,,"0.83","2014/02/27","pull down","MI:0096","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248547","physical association","O43502 (EBI-9248547) O15315","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248547","O43502 (EBI-9248547) O15315","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23576","figure legend:3|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.83","2014/02/27","molecular sieving","MI:0071","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248539","physical association","O15315 (EBI-9248539) O43502","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248539","O15315 (EBI-9248539) O43502","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23577","figure legend:3|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.69","2014/02/27","molecular sieving","MI:0071","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248539","physical association","O15315 (EBI-9248539) O75771","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248539","O15315 (EBI-9248539) O75771","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23578","figure legend:3|full coverage:Only protein-protein interactions|curation depth:imex curation","Masson et al. (2001)","spoke expansion","MI:1060","0.52","2014/02/27","molecular sieving","MI:0071","spofr-sf_9|Spodoptera frugiperda insect cells","7108|7108","EBI-9248539","physical association","O15315 (EBI-9248539) O43543","false","physical association","imex|pubmed","IM-22265|11751635","false","EBI-9248539","O15315 (EBI-9248539) O43543","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23579","figure legend:4|full coverage:Only protein-protein interactions|curation depth:imex curation","Dosanjh et al. (1998)",,,"0.83","2014/02/28","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-9249326","physical association","O43502 (EBI-9249326) O15315","false","physical association","pubmed|imex","9469824|IM-22276","false","EBI-9249326","O43502 (EBI-9249326) O15315","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23580","figure legend:4|full coverage:Only protein-protein interactions|curation depth:imex curation","Dosanjh et al. (1998)",,,"0.83","2014/02/28","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-9249321","physical association","O43502 (EBI-9249321) O15315","false","physical association","pubmed|imex","9469824|IM-22276","false","EBI-9249321","O43502 (EBI-9249321) O15315","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23581","figure legend:4B|full coverage:Only protein-protein interactions|curation depth:imex curation","Liu et al. (2002)",,,"0.69","2014/02/28","anti bait coimmunoprecipitation","MI:0006","human-hela_s3|Homo sapiens HeLa-S3 cervix carcinoma cell line","9606|9606","EBI-9249615","physical association","O15315 (EBI-9249615) O75771","false","physical association","imex|pubmed","IM-22251|11842113","false","EBI-9249615","O15315 (EBI-9249615) O75771","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23582","figure legend:4A|full coverage:Only protein-protein interactions|curation depth:imex curation","Liu et al. (2002)",,,"0.83","2014/02/28","anti bait coimmunoprecipitation","MI:0006","human-hela_s3|Homo sapiens HeLa-S3 cervix carcinoma cell line","9606|9606","EBI-9249607","physical association","O43502 (EBI-9249607) O15315","false","physical association","imex|pubmed","IM-22251|11842113","false","EBI-9249607","O43502 (EBI-9249607) O15315","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23583","figure legend:4B|full coverage:Only protein-protein interactions|curation depth:imex curation","Liu et al. (2002)",,,"0.83","2014/02/28","anti bait coimmunoprecipitation","MI:0006","human-hela_s3|Homo sapiens HeLa-S3 cervix carcinoma cell line","9606|9606","EBI-9249611","physical association","O43502 (EBI-9249611) O15315","false","physical association","imex|pubmed","IM-22251|11842113","false","EBI-9249611","O43502 (EBI-9249611) O15315","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23585","figure legend:1B, Table 2|comment:Association found in low salt condition.|curation depth:mimix curation","Li et al. (2003)","spoke expansion","MI:1060","0.35","2012/12/12","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-6452273","association","Q9JKL7 (EBI-6452273) P67809","false","association","pubmed","14559993","false","EBI-6452273","Q9JKL7 (EBI-6452273) P67809","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23587","figure legend:1B, Table 2|comment:Association found in low salt condition.|curation depth:mimix curation","Li et al. (2003)","spoke expansion","MI:1060","0.35","2012/12/12","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-6452273","association","Q9JKL7 (EBI-6452273) P62995","false","association","pubmed","14559993","false","EBI-6452273","Q9JKL7 (EBI-6452273) P62995","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23588","figure legend:Table 3|comment:Association detected with high salt conditions.|curation depth:mimix curation","Li et al. (2003)","spoke expansion","MI:1060","0.35","2012/12/12","anti tag coimmunoprecipitation","MI:0007","human|Homo sapiens","9606|9606","EBI-6478190","association","Q9JKL7 (EBI-6478190) P67809","false","association","pubmed","14559993","false","EBI-6478190","Q9JKL7 (EBI-6478190) P67809","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23590","figure legend:4B|comment:Association is not changed upon RNaseA treatment.|full coverage:Only protein-protein interactions|curation depth:imex curation","Lee et al. (2010)",,,"0.4","2012/12/17","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6464374","physical association","Q9BZI7 (EBI-6464374) Q9Y2W1","false","physical association","pubmed|imex","20123736|IM-18574","false","EBI-6464374","Q9BZI7 (EBI-6464374) Q9Y2W1","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23593","figure legend:1E|curation depth:mimix curation","Petit et al. (2012)",,,"0.69","2013/03/05","anti tag coimmunoprecipitation","MI:0007","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-6555004","physical association","A5YKK6 (EBI-6555004) Q96LI5","false","physical association","pubmed","22977175","false","EBI-6555004","A5YKK6 (EBI-6555004) Q96LI5","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23596","figure legend:4B|curation depth:mimix curation","Aoki et al. (2002)",,,"0.51","2013/01/30","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-6504885","physical association","O75175-1 (EBI-6504885) Q6ZQ73","false","physical association","pubmed","12207886","false","EBI-6504885","O75175-1 (EBI-6504885) Q6ZQ73","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23598","figure legend:no figure|curation depth:mimix curation","Aoki et al. (2002)",,,"0.37","2013/01/30","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6504852","physical association","Q6ZQ73 (EBI-6504852) O75175","false","physical association","pubmed","12207886","false","EBI-6504852","Q6ZQ73 (EBI-6504852) O75175","unspecified role","MI:0499","psi-mi","bait","MI:0496","nucleotide sequence identification","MI:0078","unspecified role","MI:0499","prey","MI:0498","nucleotide sequence identification","MI:0078","2014/10/16",,
"23599","figure legend:4A,  5 and 6|curation depth:mimix curation","Aoki et al. (2002)",,,"0.51","2013/01/30","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6504863","physical association","Q6ZQ73 (EBI-6504863) O75175-1","false","physical association","pubmed","12207886","false","EBI-6504863","Q6ZQ73 (EBI-6504863) O75175-1","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23601","figure legend:supplement. table S2|comment:MS identified co-purifying HIST1H2BC cannot be mapped to UniProt.|curation depth:mimix curation","Sandler et al. (2011)","spoke expansion","MI:1060","0.35","2013/02/01","pull down","MI:0096","human|Homo sapiens","9606|9606","EBI-6506418","association","P22893 (EBI-6506418) P67809","false","association","pubmed","21278420","false","EBI-6506418","P22893 (EBI-6506418) P67809","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23603","figure legend:1F and S3E|curation depth:mimix curation","Braun et al. (2011)",,,"0.4","2013/02/13","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6512785","physical association","Q96LI5 (EBI-6512785) Q9HCJ0","false","physical association","pubmed","21981923","false","EBI-6512785","Q96LI5 (EBI-6512785) Q9HCJ0","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23605","figure legend:S4D|curation depth:mimix curation","Braun et al. (2011)",,,"0.4","2013/02/13","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6513252","physical association","Q9UKV8 (EBI-6513252) Q96LI5","false","physical association","pubmed","21981923","false","EBI-6513252","Q9UKV8 (EBI-6513252) Q96LI5","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23607","figure legend:3F|curation depth:mimix curation","Braun et al. (2011)",,,"0.4","2013/02/13","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6513071","physical association","Q96LI5 (EBI-6513071) Q9UPQ9","false","physical association","pubmed","21981923","false","EBI-6513071","Q96LI5 (EBI-6513071) Q9UPQ9","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23609","figure legend:S2E|curation depth:mimix curation","Braun et al. (2011)",,,"0.4","2013/02/13","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6513212","physical association","Q96LI5 (EBI-6513212) Q8NDV7","false","physical association","pubmed","21981923","false","EBI-6513212","Q96LI5 (EBI-6513212) Q8NDV7","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23612","figure legend:1|curation depth:mimix curation","Filipek et al. (2002)",,,"0.4","2013/01/15","affinity chromatography technology","MI:0004","rat-brain|Rattus norvegicus brain","10116|10116","EBI-6478696","physical association","Q9CXW3 (EBI-6478696) P04631","false","physical association","pubmed|mint","12042313|MINT-5215440","false","EBI-6478696","Q9CXW3 (EBI-6478696) P04631","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23614","figure legend:3|curation depth:mimix curation","Filipek et al. (2002)",,,"0.65","2013/01/15","affinity chromatography technology","MI:0004","in vitro|In vitro","-1|-1","EBI-6478787","direct interaction","Q9CXW3 (EBI-6478787) P02638","false","direct interaction","pubmed|mint","12042313|MINT-5215440","false","EBI-6478787","Q9CXW3 (EBI-6478787) P02638","unspecified role","MI:0499","psi-mi","bait","MI:0496","confirmation by molecular weight","MI:0815","unspecified role","MI:0499","prey","MI:0498","confirmation by molecular weight","MI:0815","2014/10/16",,
"23615","figure legend:2|curation depth:mimix curation","Filipek et al. (2002)",,,"0.65","2013/01/15","far western blotting","MI:0047","in vitro|In vitro","-1|-1","EBI-6478767","direct interaction","Q9CXW3 (EBI-6478767) P02638","false","direct interaction","pubmed|mint","12042313|MINT-5215440","false","EBI-6478767","Q9CXW3 (EBI-6478767) P02638","unspecified role","MI:0499","psi-mi","bait","MI:0496","molecular weight estimation by autoradiography","MI:0821","unspecified role","MI:0499","prey","MI:0498","molecular weight estimation by autoradiography","MI:0821","2014/10/16",,
"23616","figure legend:4|curation depth:mimix curation","Filipek et al. (2002)",,,"0.65","2013/01/15","classical fluorescence spectroscopy","MI:0017","in vitro|In vitro","-1|-1","EBI-6478811","direct interaction","P02638 (EBI-6478811) Q9CXW3","false","direct interaction","pubmed|mint","12042313|MINT-5215440","false","EBI-6478811","P02638 (EBI-6478811) Q9CXW3","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","predetermined participant","MI:0396","unspecified role","MI:0499","neutral component","MI:0497","predetermined participant","MI:0396","2014/10/16",,
"23617","figure legend:5A|curation depth:mimix curation","Filipek et al. (2002)",,,"0.65","2013/01/15","anti tag coimmunoprecipitation","MI:0007","in vitro|In vitro","-1|-1","EBI-6478831","direct interaction","Q9CXW3 (EBI-6478831) P02638","false","direct interaction","pubmed|mint","12042313|MINT-5215440","false","EBI-6478831","Q9CXW3 (EBI-6478831) P02638","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23619","figure legend:5B|curation depth:mimix curation","Filipek et al. (2002)",,,"0.4","2013/01/15","anti bait coimmunoprecipitation","MI:0006","mouse-brain|Mus musculus brain","10090|10090","EBI-6478844","physical association","Q9CXW3 (EBI-6478844) P50114","false","physical association","pubmed|mint","12042313|MINT-5215440","false","EBI-6478844","Q9CXW3 (EBI-6478844) P50114","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23622","figure legend:1|curation depth:mimix curation","Leclerc et al. (2007)",,,"0.72","2013/01/16","surface plasmon resonance","MI:0107","in vitro|In vitro","-1|-1","EBI-6479170","direct interaction","P04271 (EBI-6479170) Q15109","false","direct interaction","pubmed","17726019","false","EBI-6479170","P04271 (EBI-6479170) Q15109","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23624","figure legend:3a|full coverage:Only protein-protein interactions|curation depth:imex curation","Tsoporis et al. (2010)",,,"0.46","2013/01/16","confocal microscopy","MI:0663","rat-heart|Rattus norvegicus heart","10116|10116","EBI-6479229","colocalization","P04631 (EBI-6479229) Q63495","false","colocalization","pubmed|imex","19910580|IM-21719","false","EBI-6479229","P04631 (EBI-6479229) Q63495","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","immunostaining","MI:0422","unspecified role","MI:0499","neutral component","MI:0497","immunostaining","MI:0422","2014/10/16",,
"23625","figure legend:3Bi|full coverage:Only protein-protein interactions|curation depth:imex curation","Tsoporis et al. (2010)",,,"0.46","2013/01/16","anti bait coimmunoprecipitation","MI:0006","rat-heart|Rattus norvegicus heart","10116|10116","EBI-6479240","physical association","Q63495 (EBI-6479240) P04631","false","physical association","pubmed|imex","19910580|IM-21719","false","EBI-6479240","Q63495 (EBI-6479240) P04631","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23626","figure legend:3Bii|full coverage:Only protein-protein interactions|curation depth:imex curation","Tsoporis et al. (2010)",,,"0.46","2013/01/16","anti bait coimmunoprecipitation","MI:0006","rat-heart|Rattus norvegicus heart","10116|10116","EBI-6479244","physical association","Q63495 (EBI-6479244) P04631","false","physical association","pubmed|imex","19910580|IM-21719","false","EBI-6479244","Q63495 (EBI-6479244) P04631","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23628","figure legend:1, supplemt. table I|comment:Beta-tubulin was also found associated but cannot be mapped to UniProt AcNo. Association of CAPZA1 is probably unspecific.|curation depth:mimix curation","Mauxion et al. (2012)","spoke expansion","MI:1060","0.35","2013/01/24","tandem affinity purification","MI:0676","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6502960","association","Q60809 (EBI-6502960) Q96LI5","false","association","pubmed","23232451","false","EBI-6502960","Q60809 (EBI-6502960) Q96LI5","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23630","figure legend:fig 1A|curation depth:mimix curation","Mulkearns et al. (2012)","spoke expansion","MI:1060","0.35","2012/04/24","pull down","MI:0096","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-6100356","association","P98078 (EBI-6100356) O95487","false","association","pubmed","22323290","false","EBI-6100356","P98078 (EBI-6100356) O95487","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23632","figure legend:fig 1A|curation depth:mimix curation","Mulkearns et al. (2012)","spoke expansion","MI:1060","0.35","2012/04/24","pull down","MI:0096","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-6100356","association","P98078 (EBI-6100356) Q15437","false","association","pubmed","22323290","false","EBI-6100356","P98078 (EBI-6100356) Q15437","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23635","figure legend:Fig 5B|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|full coverage:Only protein-protein interactions|curation depth:imex curation","Chin et al. (2002)","spoke expansion","MI:1060","0.5","2012/04/26","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-6110246","association","Q8CJB9 (EBI-6110246) O14933","false","association","pubmed|imex","12121982|IM-20586","false","EBI-6110246","Q8CJB9 (EBI-6110246) O14933","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23636","figure legend:5A|dataset:Synapse - Interactions of proteins with an established role in the presynapse.|full coverage:Only protein-protein interactions|curation depth:imex curation","Chin et al. (2002)",,,"0.5","2012/04/26","anti tag coimmunoprecipitation","MI:0007","human-hela|Homo sapiens epitheloid cervix carcinoma cells","9606|9606","EBI-6110278","physical association","Q8CJB9 (EBI-6110278) O14933","false","physical association","pubmed|imex","12121982|IM-20586","false","EBI-6110278","Q8CJB9 (EBI-6110278) O14933","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23638","figure legend:1B, 2B and C|full coverage:Only protein-protein interactions|curation depth:imex curation","Zhang et al. (2000)",,,"0.4","2012/04/27","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6112119","physical association","O60260 (EBI-6112119) O14933","false","physical association","pubmed|imex","11078524|IM-20561","false","EBI-6112119","O60260 (EBI-6112119) O14933","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23641","figure legend:3A|full coverage:Only protein-protein interactions|curation depth:imex curation","Jin et al. (2010)",,,"0.4","2012/04/27","anti bait coimmunoprecipitation","MI:0006","rat-pc12|Rattus norvegicus PC12 cells","10116|10116","EBI-6113251","physical association","P33535 (EBI-6113251) Q6P689","false","physical association","pubmed|imex","20214800|IM-20583","false","EBI-6113251","P33535 (EBI-6113251) Q6P689","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23642","figure legend:3A|full coverage:Only protein-protein interactions|curation depth:imex curation","Jin et al. (2010)",,,"0.4","2012/04/27","anti bait coimmunoprecipitation","MI:0006","rat-brain|Rattus norvegicus brain","10116|10116","EBI-6113263","physical association","Q6P689 (EBI-6113263) P33535","false","physical association","pubmed|imex","20214800|IM-20583","false","EBI-6113263","Q6P689 (EBI-6113263) P33535","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23645","figure legend:Table 1|curation depth:mimix curation","Ding et al. (2009)","spoke expansion","MI:1060","0.35","2012/04/16","anti tag coimmunoprecipitation","MI:0007","mouse-embryonic_stem cell|Mus musculus embryonic stem cell","10090|10090","EBI-6094662","association","Q8WVC0-1 (EBI-6094662) Q8CB77","false","association","pubmed","19345177","false","EBI-6094662","Q8WVC0-1 (EBI-6094662) Q8CB77","unspecified role","MI:0499","psi-mi","bait","MI:0496","sequence tag identification","MI:0102","unspecified role","MI:0499","prey","MI:0498","sequence tag identification","MI:0102","2014/10/16",,
"23647","figure legend:no figure|full coverage:Only protein-protein interactions|curation depth:imex curation","Koch et al. (2003)",,,"0.48","2012/05/31","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6140587","physical association","P33535 (EBI-6140587) P70498","false","physical association","pubmed|imex","12519790|IM-20550","false","EBI-6140587","P33535 (EBI-6140587) P70498","unspecified role","MI:0499","psi-mi","bait","MI:0496","nucleotide sequence identification","MI:0078","unspecified role","MI:0499","prey","MI:0498","nucleotide sequence identification","MI:0078","2014/10/16",,
"23648","figure legend:no figure|full coverage:Only protein-protein interactions|curation depth:imex curation","Koch et al. (2003)",,,"0.48","2012/05/31","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-6140637","physical association","P33535 (EBI-6140637) P70498","false","physical association","pubmed|imex","12519790|IM-20550","false","EBI-6140637","P33535 (EBI-6140637) P70498","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23650","figure legend:2a|agonist:DAMGO; increases association of ARFGAP1/ARF1|full coverage:Only protein-protein interactions|curation depth:imex curation","Koch et al. (2003)","spoke expansion","MI:1060","0.35","2012/05/31","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6140648","association","P33535 (EBI-6140648) Q8N6T3","false","association","pubmed|imex","12519790|IM-20550","false","EBI-6140648","P33535 (EBI-6140648) Q8N6T3","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23651","figure legend:2a|agonist:DAMGO; increases association of ARFGAP1/ARF1|full coverage:Only protein-protein interactions|curation depth:imex curation","Koch et al. (2003)","spoke expansion","MI:1060","0.48","2012/05/31","anti tag coimmunoprecipitation","MI:0007","human-293|Homo sapiens transformed primary embryonal kidney cells","9606|9606","EBI-6140648","association","P33535 (EBI-6140648) P70498","false","association","pubmed|imex","12519790|IM-20550","false","EBI-6140648","P33535 (EBI-6140648) P70498","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
